"doi","container.title","title","author","type","publisher"
"10.1126/science.1334572","Science","Electron-Tunneling Pathways in Oroteins","David N.","journal-article","American Association for the Advancement of Science (AAAS)"
"10.3109/10409239309085137","Critical Reviews in Biochemistry and Molecular Biology","The Physical Biochemistry and Molecular Genetics of Sulfate Activation","Thomas S.","journal-article","Informa UK Limited"
"10.1080/10409239891204189","Critical Reviews in Biochemistry and Molecular Biology","Ribosomal tRNA Binding Sites: Three-Site Models of Translation","Nils","journal-article","Informa UK Limited"
"10.1016/s0021-9258(17)37742-6","Journal of Biological Chemistry","Error induction and correction by mutant and wild type T4 DNA polymerases. Kinetic error discrimination mechanisms.","L.K.","journal-article","Elsevier BV"
"10.1371/journal.pone.0121681","PLOS ONE","Bistability: Requirements on Cell-Volume, Protein Diffusion, and Thermodynamics","Robert G.","journal-article","Public Library of Science (PLoS)"
"10.1021/acs.langmuir.0c01763","Langmuir","Out-of-Equilibrium Colloidal Assembly Driven by Chemical Reaction Networks","http://orcid.org/0000-0001-9024-3927","journal-article","American Chemical Society (ACS)"
"10.1093/nar/gkac270","Nucleic Acids Research","Exonic splicing code and protein binding sites for calcium","http://orcid.org/0000-0001-7022-645X","journal-article","Oxford University Press (OUP)"
"10.1093/nar/gkac171","Nucleic Acids Research","Genetic code degeneracy is established by the decoding center of the ribosome","Shixin","journal-article","Oxford University Press (OUP)"
"10.1002/em.2860080511","Environmental Mutagenesis","Mutational specificity of animal cell DNA polymerases","John D.","journal-article","Wiley"
"10.1016/j.ymeth.2017.01.006","Methods","Genetics and biochemistry remain essential in the structural era of the spliceosome","Megan","journal-article","Elsevier BV"
"10.1119/10.0000634","American Journal of Physics","Key biology you should have learned in physics class: Using ideal-gas mixtures to understand biomolecular machines","http://orcid.org/0000-0001-7662-2031","journal-article","American Association of Physics Teachers (AAPT)"
"10.1002/bies.202000055","BioEssays","Anillin: The First Proofreading‐like Scaffold?","Richard G.","journal-article","Wiley"
"10.1002/bies.201900135","BioEssays","Rethinking Causation for Data‐intensive Biology: Constraints, Cancellations, and Quantized Organisms","http://orcid.org/0000-0001-7437-9373","journal-article","Wiley"
"10.1002/bies.201800244","BioEssays","Biological Pathway Specificity in the Cell—Does Molecular Diversity Matter?","http://orcid.org/0000-0002-7301-1275","journal-article","Wiley"
"10.1111/j.1365-2958.1994.tb01001.x","Molecular Microbiology","Phosphorolytic error correction during transcription","Randell T.","journal-article","Wiley"
"10.1002/cbdv.200790164","Chemistry &amp; Biodiversity","Evolution of Optimal Accuracy and Stability in Biological Systems","Robin","journal-article","Wiley"
"10.1016/j.cam.2004.07.035","Journal of Computational and Applied Mathematics","T cell activation: Kinetic proofreading, serial engagement and cell adhesion","Daniel","journal-article","Elsevier BV"
"10.1073/pnas.030541097","Proceedings of the National Academy of Sciences","The accuracy of codon recognition by polypeptide release factors","David V.","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.1323856111","Proceedings of the National Academy of Sciences","Single-molecule analysis reveals human UV-damaged DNA-binding protein (UV-DDB) dimerizes on DNA via multiple kinetic intermediates","Harshad","journal-article","Proceedings of the National Academy of Sciences"
"10.1002/qua.560140743","International Journal of Quantum Chemistry","Comment on possible experimental investigation of the microscopic proton-Electron model of the genetic code","W. Grant","journal-article","Wiley"
"10.1126/science.3898363","Science","Genetic Damage, Mutation, and the Evolution of Sex","Harris","journal-article","American Association for the Advancement of Science (AAAS)"
"10.1088/2399-6528/aab654","Journal of Physics Communications","Life efficiency does not always increase with the dissipation rate","http://orcid.org/0000-0002-4513-9191","journal-article","IOP Publishing"
"10.1261/rna.054486.115","RNA","Epistasis analysis of 16S rRNA <i>ram</i> mutations helps define the conformational dynamics of the ribosome that influence decoding","Lanqing","journal-article","Cold Spring Harbor Laboratory"
"10.1016/j.bmc.2021.116207","Bioorganic &amp; Medicinal Chemistry","Full incorporation of the noncanonical amino acid hydroxylysine as a surrogate for lysine in green fluorescent protein","http://orcid.org/0000-0002-8986-0378","journal-article","Elsevier BV"
"10.1074/jbc.270.44.26377","Journal of Biological Chemistry","A New Factor from Escherichia coli Affects Translocation of mRNA","M. Clelia","journal-article","Elsevier BV"
"10.1016/s0021-9258(18)34482-x","Journal of Biological Chemistry","Accuracy of protein biosynthesis. A kinetic study of the reaction of poly(U)-programmed ribosomes with a leucyl-tRNA2-elongation factor Tu-GTP complex.","R C","journal-article","Elsevier BV"
"10.1074/jbc.ra120.013824","Journal of Biological Chemistry","The RNA-binding protein PTBP1 promotes ATPase-dependent dissociation of the RNA helicase UPF1 to protect transcripts from nonsense-mediated mRNA decay","http://orcid.org/0000-0001-6318-4319","journal-article","Elsevier BV"
"10.1007/bf02428051","Molecular and General Genetics MGG","Mutant EF-Tu increases missense error in vitro","S.","journal-article","Springer Science and Business Media LLC"
"10.1098/rsif.2021.0883","Journal of The Royal Society Interface","The energy cost and optimal design of networks for biological discrimination","http://orcid.org/0000-0003-0610-3484","journal-article","The Royal Society"
"10.1098/rsif.2019.0198","Journal of The Royal Society Interface","Interlinked GTPase cascades provide a motif for both robust switches and oscillators","http://orcid.org/0000-0002-0997-5678","journal-article","The Royal Society"
"10.1002/pmic.200600442","PROTEOMICS","The extant core bacterial proteome is an archive of the origin of life","Antoine","journal-article","Wiley"
"10.1016/j.ifacol.2016.12.144","IFAC-PapersOnLine","Monotonicity of Kinetic Proofreading","Christian","journal-article","Elsevier BV"
"10.1016/j.crhy.2015.09.004","Comptes Rendus. Physique","Tiling solutions for optimal biological sensing","Aleksandra M.","journal-article","Cellule MathDoc/Centre Mersenne"
"10.1080/08927029308048269","Molecular Simulation","A New Approach to the Quantum Modelling of Biochemicals","D.","journal-article","Informa UK Limited"
"10.1016/j.molcel.2022.04.017","Molecular Cell","Transcription activation is enhanced by multivalent interactions independent of phase separation","Jorge","journal-article","Elsevier BV"
"10.1016/j.molcel.2020.04.029","Molecular Cell","ATP Hydrolysis by the SNF2 Domain of Dnmt5 Is Coupled to Both Specific Recognition and Modification of Hemimethylated DNA","Phillip A.","journal-article","Elsevier BV"
"10.1016/j.bbamcr.2014.10.025","Biochimica et Biophysica Acta (BBA) - Molecular Cell Research","Do mechanical forces contribute to nanoscale membrane organisation in T cells?","Enrico","journal-article","Elsevier BV"
"10.1146/annurev-conmatphys-031218-013309","Annual Review of Condensed Matter Physics","Organization and Self-Assembly Away from Equilibrium: Toward Thermodynamic Design Principles","Michael","journal-article","Annual Reviews"
"10.1146/annurev-conmatphys-031214-014803","Annual Review of Condensed Matter Physics","Information Processing in Living Systems","Gašper","journal-article","Annual Reviews"
"10.1146/annurev-conmatphys-031113-133924","Annual Review of Condensed Matter Physics","Whatever Happened to Solid State Physics?","John J.","journal-article","Annual Reviews"
"10.1103/physrevlett.124.028101","Physical Review Letters","Universal Properties of Concentration Sensing in Large Ligand-Receptor Networks","http://orcid.org/0000-0002-7886-9190","journal-article","American Physical Society (APS)"
"10.1002/bies.201200092","BioEssays","On the cause of aging and control of lifespan","Vadim N.","journal-article","Wiley"
"10.1111/j.1365-2958.1991.tb01872.x","Molecular Microbiology","The role of RNA polymerase in transcriptional fidelity","R. T.","journal-article","Wiley"
"10.1073/pnas.1920873117","Proceedings of the National Academy of Sciences","Kinetic control of stationary flux ratios for a wide range of biochemical processes","http://orcid.org/0000-0002-0251-5724","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.0805209105","Proceedings of the National Academy of Sciences","The thermodynamics of writing a random polymer","Christopher","journal-article","Proceedings of the National Academy of Sciences"
"10.1073/pnas.0802049105","Proceedings of the National Academy of Sciences","Nonequilibrium generation of information in copolymerization processes","David","journal-article","Proceedings of the National Academy of Sciences"
"10.1038/416281a","Nature","The transorientation hypothesis for codon recognition during protein synthesis","Anne B.","journal-article","Springer Science and Business Media LLC"
"10.1261/rna.039792.113","RNA","Studies of translational misreading in vivo show that the ribosome very efficiently discriminates against most potential errors","Nandini","journal-article","Cold Spring Harbor Laboratory"
"10.1128/jb.179.14.4567-4574.1997","Journal of Bacteriology","A novel ribosome-associated protein is important for efficient translation in Escherichia coli","G O","journal-article","American Society for Microbiology"
"10.1088/1572-9494/ac3993","Communications in Theoretical Physics","Theoretical analysis of RNA polymerase fidelity: a steady-state copolymerization approach","Wenbo","journal-article","IOP Publishing"
"10.1007/bf00425749","Molecular and General Genetics MGG","Ram ribosomes are defective proofreaders","D. I.","journal-article","Springer Science and Business Media LLC"
"10.1101/gr.225615.117","Genome Research","Transcription rate strongly affects splicing fidelity and cotranscriptionality in budding yeast","Vahid","journal-article","Cold Spring Harbor Laboratory"
"10.1098/rsif.2016.0990","Journal of The Royal Society Interface","Computing exponentially faster: implementing a non-deterministic universal Turing machine using DNA","Andrew","journal-article","The Royal Society"
"10.1586/erm.10.89","Expert Review of Molecular Diagnostics","High-content affinity-based proteomics: unlocking protein biomarker discovery","Edward N","journal-article","Informa UK Limited"
"10.1111/j.1432-1033.1988.tb14289.x","European Journal of Biochemistry","ATP‐induced activation of the aminoacylation of tRNA by the isoleucyl‐tRNA synthetase from <i>Escherichia coli</i>","R. Kalervo","journal-article","Wiley"
"10.1111/j.1432-1033.1986.tb09630.x","European Journal of Biochemistry","Primary structures of mutationally altered ribosomal protein L7/L12 and their effects on cellular growth and translational accuracy","Leif A.","journal-article","Wiley"
"10.1111/j.1432-1033.1983.tb07643.x","European Journal of Biochemistry","Stereochemistry of the elongation factor Tu . GTP complex","Claudia M.","journal-article","Wiley"
"10.1111/j.1432-1033.1986.tb09970.x","European Journal of Biochemistry","Pyrophosphate‐caused inhibition of the aminoacylation of tRNA by the leucyl‐tRNA synthetase from <i>Neurospora crassa</i>","R. Kalervo","journal-article","Wiley"
"10.1016/j.molcel.2019.07.009","Molecular Cell","Enhancer Features that Drive Formation of Transcriptional Condensates","Krishna","journal-article","Elsevier BV"
"10.1016/j.molcel.2019.06.041","Molecular Cell","Systematic Detection of Amino Acid Substitutions in Proteomes Reveals Mechanistic Basis of Ribosome Errors and Selection for Translation Fidelity","Ernest","journal-article","Elsevier BV"
"10.1016/j.molcel.2018.08.021","Molecular Cell","RIG-I Uses an ATPase-Powered Translocation-Throttling Mechanism for Kinetic Proofreading of RNAs and Oligomerization","Swapnil C.","journal-article","Elsevier BV"
